Cho cam bien on dinh nhiet...
Go 'S' + Enter de bo qua giai doan nay
Con lai: 15 giay...
Con lai: 10 giay...
Con lai: 5 giay...
Con lai: 4 giay...
Con lai: 3 giay...
Con lai: 2 giay...
Con lai: 1 giay...
# Xa mau nhieu (2.5 giay)...
# Lay trung binh P0 (10 giay)...
P0       = 101045.57 Pa
P0 min   = 101044.03 Pa
P0 max   = 101046.53 Pa
P0 spread= 2.50 Pa
# P0 on dinh cuc tot (spread <= 3 Pa) [OK]
Time_ms,StepID,StepName,Pressure_Pa,Temp_C,Alt_Raw_m,Alt_EMA_m
32200,0,Moc (Bac 0),101045.89,30.50,-0.032,0.003
32250,0,Moc (Bac 0),101045.89,30.50,-0.032,0.000
32300,0,Moc (Bac 0),101045.89,30.50,-0.032,-0.002
32350,0,Moc (Bac 0),101046.07,30.50,-0.042,-0.006
32400,0,Moc (Bac 0),101046.07,30.50,-0.042,-0.009
32450,0,Moc (Bac 0),101045.66,30.49,-0.011,-0.009
32500,0,Moc (Bac 0),101045.66,30.50,-0.011,-0.009
32550,0,Moc (Bac 0),101046.07,30.50,-0.042,-0.012
32600,0,Moc (Bac 0),101045.83,30.49,-0.021,-0.012
32650,0,Moc (Bac 0),101046.24,30.50,-0.058,-0.016
32700,0,Moc (Bac 0),101046.24,30.50,-0.058,-0.019
32750,0,Moc (Bac 0),101046.24,30.50,-0.058,-0.022
32800,0,Moc (Bac 0),101046.07,30.50,-0.042,-0.024
32850,0,Moc (Bac 0),101045.83,30.49,-0.021,-0.024
32900,0,Moc (Bac 0),101045.66,30.49,-0.011,-0.023
32950,0,Moc (Bac 0),101045.66,30.49,-0.011,-0.022
33000,0,Moc (Bac 0),101045.66,30.49,-0.011,-0.021
33050,0,Moc (Bac 0),101046.07,30.50,-0.042,-0.023
33100,0,Moc (Bac 0),101045.66,30.49,-0.011,-0.022
33150,0,Moc (Bac 0),101045.50,30.49,0.008,-0.019
33200,0,Moc (Bac 0),101045.50,30.49,0.008,-0.017
33250,0,Moc (Bac 0),101045.33,30.49,0.021,-0.014
33300,0,Moc (Bac 0),101045.33,30.49,0.021,-0.011
33350,0,Moc (Bac 0),101045.33,30.49,0.021,-0.009
33400,0,Moc (Bac 0),101045.50,30.49,0.008,-0.007
33451,0,Moc (Bac 0),101045.33,30.49,0.021,-0.005
33501,0,Moc (Bac 0),101045.16,30.49,0.037,-0.002
33551,0,Moc (Bac 0),101045.16,30.49,0.037,0.001
33601,0,Moc (Bac 0),101045.16,30.49,0.037,0.004
33651,0,Moc (Bac 0),101045.16,30.49,0.037,0.007
33701,0,Moc (Bac 0),101045.16,30.49,0.037,0.009
33751,0,Moc (Bac 0),101044.99,30.49,0.050,0.013
33801,0,Moc (Bac 0),101045.16,30.49,0.037,0.015
33851,0,Moc (Bac 0),101045.16,30.49,0.037,0.016
33901,0,Moc (Bac 0),101045.16,30.49,0.037,0.018
33951,0,Moc (Bac 0),101045.16,30.49,0.037,0.019
34001,0,Moc (Bac 0),101045.16,30.49,0.037,0.021
34051,0,Moc (Bac 0),101045.33,30.49,0.021,0.021
34101,0,Moc (Bac 0),101045.33,30.49,0.021,0.021
34151,0,Moc (Bac 0),101045.33,30.49,0.021,0.021
34201,0,Moc (Bac 0),101045.33,30.49,0.021,0.021
34251,0,Moc (Bac 0),101045.50,30.49,0.008,0.020
34301,0,Moc (Bac 0),101045.50,30.49,0.008,0.019
34351,0,Moc (Bac 0),101045.50,30.49,0.008,0.018
34401,0,Moc (Bac 0),101045.50,30.49,0.008,0.017
34451,0,Moc (Bac 0),101045.50,30.49,0.008,0.017
34501,0,Moc (Bac 0),101045.89,30.50,-0.032,0.013
34551,0,Moc (Bac 0),101046.07,30.50,-0.042,0.008
34601,0,Moc (Bac 0),101046.07,30.50,-0.042,0.004
34651,0,Moc (Bac 0),101045.50,30.49,0.008,0.005
34701,0,Moc (Bac 0),101045.50,30.49,0.008,0.005
34751,0,Moc (Bac 0),101045.33,30.49,0.021,0.006
34801,0,Moc (Bac 0),101045.33,30.49,0.021,0.007
34851,0,Moc (Bac 0),101045.33,30.49,0.021,0.008
34902,0,Moc (Bac 0),101045.33,30.49,0.021,0.009
34952,0,Moc (Bac 0),101045.33,30.49,0.021,0.010
35002,0,Moc (Bac 0),101045.16,30.49,0.037,0.012
35052,0,Moc (Bac 0),101045.16,30.49,0.037,0.014
35102,0,Moc (Bac 0),101045.16,30.49,0.037,0.016
35152,0,Moc (Bac 0),101044.99,30.49,0.050,0.019
35202,0,Moc (Bac 0),101044.99,30.49,0.050,0.021
35252,0,Moc (Bac 0),101044.82,30.49,0.063,0.025
35302,0,Moc (Bac 0),101044.82,30.49,0.063,0.028
35352,0,Moc (Bac 0),101044.64,30.49,0.079,0.032
35402,0,Moc (Bac 0),101044.64,30.49,0.079,0.036
35452,0,Moc (Bac 0),101044.64,30.49,0.079,0.039
35502,0,Moc (Bac 0),101044.47,30.49,0.092,0.044
35552,0,Moc (Bac 0),101044.88,30.50,0.058,0.045
35602,0,Moc (Bac 0),101044.88,30.50,0.058,0.046
35652,0,Moc (Bac 0),101044.88,30.50,0.058,0.047
35702,0,Moc (Bac 0),101044.88,30.50,0.058,0.048
35752,0,Moc (Bac 0),101044.88,30.50,0.058,0.049
35802,0,Moc (Bac 0),101044.88,30.50,0.058,0.049
35852,0,Moc (Bac 0),101045.05,30.50,0.045,0.049
35902,0,Moc (Bac 0),101045.05,30.50,0.045,0.049
35952,0,Moc (Bac 0),101045.22,30.50,0.032,0.047
36002,0,Moc (Bac 0),101045.22,30.50,0.032,0.046
36052,0,Moc (Bac 0),101045.39,30.50,0.016,0.044
36102,0,Moc (Bac 0),101045.56,30.50,0.003,0.040
36152,0,Moc (Bac 0),101045.56,30.50,0.003,0.037
36202,0,Moc (Bac 0),101045.39,30.50,0.016,0.036
36252,0,Moc (Bac 0),101045.56,30.50,0.003,0.033
36302,0,Moc (Bac 0),101045.72,30.50,-0.016,0.029
36352,0,Moc (Bac 0),101045.50,30.49,0.008,0.027
36402,0,Moc (Bac 0),101045.50,30.49,0.008,0.026
36452,0,Moc (Bac 0),101045.50,30.49,0.008,0.024
36502,0,Moc (Bac 0),101045.50,30.49,0.008,0.023
36552,0,Moc (Bac 0),101045.50,30.49,0.008,0.022
36602,0,Moc (Bac 0),101045.50,30.49,0.008,0.021
36652,0,Moc (Bac 0),101045.50,30.49,0.008,0.020
36702,0,Moc (Bac 0),101045.33,30.49,0.021,0.020
36752,0,Moc (Bac 0),101045.16,30.49,0.037,0.021
36802,0,Moc (Bac 0),101045.16,30.49,0.037,0.022
36852,0,Moc (Bac 0),101045.16,30.49,0.037,0.024
36902,0,Moc (Bac 0),101045.16,30.49,0.037,0.025
36952,0,Moc (Bac 0),101045.16,30.49,0.037,0.026
37002,0,Moc (Bac 0),101044.99,30.49,0.050,0.028
37052,0,Moc (Bac 0),101044.82,30.49,0.063,0.031
37102,0,Moc (Bac 0),101044.99,30.49,0.050,0.032
37152,0,Moc (Bac 0),101044.99,30.49,0.050,0.034
37202,0,Moc (Bac 0),101044.82,30.49,0.063,0.036
37252,0,Moc (Bac 0),101044.82,30.49,0.063,0.038
37302,0,Moc (Bac 0),101044.64,30.49,0.079,0.041
37352,0,Moc (Bac 0),101044.82,30.49,0.063,0.043
37402,0,Moc (Bac 0),101044.82,30.49,0.063,0.045
37452,0,Moc (Bac 0),101044.64,30.49,0.079,0.048
37502,0,Moc (Bac 0),101044.64,30.49,0.079,0.050
37552,0,Moc (Bac 0),101044.64,30.49,0.079,0.052
37602,0,Moc (Bac 0),101044.64,30.49,0.079,0.055
37652,0,Moc (Bac 0),101044.64,30.49,0.079,0.057
37702,0,Moc (Bac 0),101044.47,30.49,0.092,0.059
37752,0,Moc (Bac 0),101044.47,30.49,0.092,0.062
37803,0,Moc (Bac 0),101044.64,30.49,0.079,0.063
37853,0,Moc (Bac 0),101044.64,30.49,0.079,0.065
37903,0,Moc (Bac 0),101044.64,30.49,0.079,0.066
37953,0,Moc (Bac 0),101044.82,30.49,0.063,0.066
38003,0,Moc (Bac 0),101044.82,30.49,0.063,0.065
38053,0,Moc (Bac 0),101044.82,30.49,0.063,0.065
38103,0,Moc (Bac 0),101044.45,30.49,0.095,0.068
38153,0,Moc (Bac 0),101044.61,30.49,0.082,0.069
38203,0,Moc (Bac 0),101044.78,30.49,0.066,0.069
38253,0,Moc (Bac 0),101044.61,30.49,0.082,0.070
38303,0,Moc (Bac 0),101044.78,30.49,0.066,0.069
38353,0,Moc (Bac 0),101044.96,30.49,0.053,0.068
38403,0,Moc (Bac 0),101044.96,30.49,0.053,0.067
38453,0,Moc (Bac 0),101044.96,30.49,0.053,0.066
38503,0,Moc (Bac 0),101045.13,30.49,0.040,0.064
38553,0,Moc (Bac 0),101045.13,30.49,0.040,0.062
38603,0,Moc (Bac 0),101045.13,30.49,0.040,0.060
38653,0,Moc (Bac 0),101045.29,30.49,0.024,0.057
38703,0,Moc (Bac 0),101045.29,30.49,0.024,0.054
38753,0,Moc (Bac 0),101045.29,30.49,0.024,0.052
38803,0,Moc (Bac 0),101045.29,30.49,0.024,0.050
38853,0,Moc (Bac 0),101045.13,30.49,0.040,0.049
38903,0,Moc (Bac 0),101045.13,30.49,0.040,0.048
38953,0,Moc (Bac 0),101045.13,30.49,0.040,0.047
39003,0,Moc (Bac 0),101045.13,30.49,0.040,0.047
39053,0,Moc (Bac 0),101045.13,30.49,0.040,0.046
39103,0,Moc (Bac 0),101044.96,30.49,0.053,0.047
39153,0,Moc (Bac 0),101044.96,30.49,0.053,0.047
39203,0,Moc (Bac 0),101044.96,30.49,0.053,0.048
39254,0,Moc (Bac 0),101044.96,30.49,0.053,0.048
39304,0,Moc (Bac 0),101044.96,30.49,0.053,0.049
39354,0,Moc (Bac 0),101045.13,30.49,0.040,0.048
39404,0,Moc (Bac 0),101044.96,30.49,0.053,0.048
39454,0,Moc (Bac 0),101045.13,30.49,0.040,0.048
39504,0,Moc (Bac 0),101044.96,30.49,0.053,0.048
39554,0,Moc (Bac 0),101044.96,30.49,0.053,0.048
39604,0,Moc (Bac 0),101044.96,30.49,0.053,0.049
39654,0,Moc (Bac 0),101044.96,30.49,0.053,0.049
39704,0,Moc (Bac 0),101044.96,30.49,0.053,0.049
39754,0,Moc (Bac 0),101045.13,30.49,0.040,0.049
39804,0,Moc (Bac 0),101045.13,30.49,0.040,0.048
39854,0,Moc (Bac 0),101045.50,30.49,0.008,0.045
>> Xong: Moc (Bac 0) | P0=101045.57 Pa
HAY DI CHUYEN DEN: Bac 1
Dat co dinh, cho 3 giay cho on dinh, roi gui ky tu bat ky + Enter...
>> Bat dau do: Bac 1
45493,1,Bac 1,101043.03,30.49,0.214,0.214
45543,1,Bac 1,101043.03,30.49,0.214,0.214
45593,1,Bac 1,101043.20,30.49,0.198,0.213
45643,1,Bac 1,101042.80,30.49,0.233,0.214
45693,1,Bac 1,101042.63,30.49,0.248,0.217
45743,1,Bac 1,101042.63,30.49,0.248,0.220
45793,1,Bac 1,101043.03,30.49,0.214,0.219
45843,1,Bac 1,101043.03,30.49,0.214,0.219
45893,1,Bac 1,101043.20,30.49,0.198,0.217
45943,1,Bac 1,101043.20,30.49,0.198,0.216
45993,1,Bac 1,101043.20,30.49,0.198,0.214
46043,1,Bac 1,101042.97,30.49,0.219,0.215
46093,1,Bac 1,101043.36,30.49,0.185,0.212
46143,1,Bac 1,101043.36,30.49,0.185,0.210
46193,1,Bac 1,101043.53,30.49,0.172,0.207
46243,1,Bac 1,101043.71,30.49,0.156,0.203
46294,1,Bac 1,101043.71,30.49,0.156,0.199
46344,1,Bac 1,101043.71,30.49,0.156,0.196
46394,1,Bac 1,101043.71,30.49,0.156,0.192
46444,1,Bac 1,101043.88,30.49,0.143,0.188
46494,1,Bac 1,101044.05,30.49,0.129,0.184
46544,1,Bac 1,101044.21,30.49,0.116,0.178
46594,1,Bac 1,101044.21,30.49,0.116,0.173
46644,1,Bac 1,101044.21,30.49,0.116,0.169
46694,1,Bac 1,101044.38,30.49,0.100,0.163
46744,1,Bac 1,101044.38,30.49,0.100,0.158
46794,1,Bac 1,101044.56,30.49,0.087,0.153
46844,1,Bac 1,101044.56,30.49,0.087,0.147
46894,1,Bac 1,101044.56,30.49,0.087,0.143
46944,1,Bac 1,101044.38,30.49,0.100,0.139
46994,1,Bac 1,101044.21,30.49,0.116,0.137
47044,1,Bac 1,101044.21,30.49,0.116,0.136
47094,1,Bac 1,101043.82,30.49,0.148,0.137
47144,1,Bac 1,101043.82,30.49,0.148,0.138
47194,1,Bac 1,101044.05,30.49,0.129,0.137
47244,1,Bac 1,101043.82,30.49,0.148,0.138
47294,1,Bac 1,101044.21,30.49,0.116,0.136
47344,1,Bac 1,101044.21,30.49,0.116,0.134
47394,1,Bac 1,101044.21,30.49,0.116,0.133
47444,1,Bac 1,101044.38,30.49,0.100,0.130
47494,1,Bac 1,101044.56,30.49,0.087,0.127
47544,1,Bac 1,101044.56,30.49,0.087,0.124
47594,1,Bac 1,101044.56,30.49,0.087,0.121
47644,1,Bac 1,101044.56,30.49,0.087,0.118
47694,1,Bac 1,101044.56,30.49,0.087,0.116
47744,1,Bac 1,101044.56,30.49,0.087,0.113
47794,1,Bac 1,101044.56,30.49,0.087,0.111
47844,1,Bac 1,101044.56,30.49,0.087,0.109
47894,1,Bac 1,101044.72,30.49,0.071,0.106
47944,1,Bac 1,101044.89,30.49,0.058,0.102
47994,1,Bac 1,101044.89,30.49,0.058,0.099
48044,1,Bac 1,101045.07,30.49,0.042,0.094
48094,1,Bac 1,101045.24,30.49,0.029,0.089
48144,1,Bac 1,101045.24,30.49,0.029,0.084
48194,1,Bac 1,101045.24,30.49,0.029,0.080
48244,1,Bac 1,101044.83,30.49,0.063,0.079
48294,1,Bac 1,101044.83,30.49,0.063,0.077
48344,1,Bac 1,101044.83,30.49,0.063,0.076
48394,1,Bac 1,101045.24,30.49,0.029,0.073
48444,1,Bac 1,101045.07,30.49,0.042,0.070
48494,1,Bac 1,101044.66,30.49,0.077,0.071
48544,1,Bac 1,101044.66,30.49,0.077,0.071
48594,1,Bac 1,101045.07,30.49,0.042,0.069
48644,1,Bac 1,101045.07,30.49,0.042,0.067
48694,1,Bac 1,101045.24,30.49,0.029,0.064
48744,1,Bac 1,101045.07,30.49,0.042,0.062
48794,1,Bac 1,101045.07,30.49,0.042,0.060
48844,1,Bac 1,101045.07,30.49,0.042,0.059
48894,1,Bac 1,101045.07,30.49,0.042,0.058
48944,1,Bac 1,101044.89,30.49,0.058,0.058
48994,1,Bac 1,101044.89,30.49,0.058,0.058
49044,1,Bac 1,101044.89,30.49,0.058,0.058
49094,1,Bac 1,101044.89,30.49,0.058,0.058
49144,1,Bac 1,101044.89,30.49,0.058,0.058
49195,1,Bac 1,101045.07,30.49,0.042,0.057
49245,1,Bac 1,101044.66,30.49,0.077,0.058
49295,1,Bac 1,101044.66,30.49,0.077,0.060
49345,1,Bac 1,101044.66,30.49,0.077,0.061
49395,1,Bac 1,101044.66,30.49,0.077,0.062
49445,1,Bac 1,101044.49,30.49,0.092,0.065
49495,1,Bac 1,101044.49,30.49,0.092,0.067
49545,1,Bac 1,101044.49,30.49,0.092,0.069
49595,1,Bac 1,101044.32,30.49,0.106,0.072
49645,1,Bac 1,101044.32,30.49,0.106,0.075
49695,1,Bac 1,101044.32,30.49,0.106,0.077
49745,1,Bac 1,101044.15,30.49,0.119,0.080
49795,1,Bac 1,101044.15,30.49,0.119,0.083
49845,1,Bac 1,101044.38,30.49,0.100,0.085
49895,1,Bac 1,101044.38,30.49,0.100,0.086
49945,1,Bac 1,101044.21,30.49,0.116,0.089
49995,1,Bac 1,101044.21,30.49,0.116,0.091
50045,1,Bac 1,101044.21,30.49,0.116,0.093
50095,1,Bac 1,101043.82,30.49,0.148,0.097
50145,1,Bac 1,101043.82,30.49,0.148,0.101
50195,1,Bac 1,101043.82,30.49,0.148,0.105
50245,1,Bac 1,101043.99,30.49,0.135,0.107
50295,1,Bac 1,101043.99,30.49,0.135,0.110
50345,1,Bac 1,101043.99,30.49,0.135,0.112
50395,1,Bac 1,101044.32,30.49,0.106,0.111
50445,1,Bac 1,101044.32,30.49,0.106,0.111
50495,1,Bac 1,101044.15,30.49,0.119,0.111
50545,1,Bac 1,101044.15,30.49,0.119,0.112
50595,1,Bac 1,101044.15,30.49,0.119,0.112
50646,1,Bac 1,101043.99,30.49,0.135,0.114
50696,1,Bac 1,101043.99,30.49,0.135,0.116
50746,1,Bac 1,101043.99,30.49,0.135,0.117
50796,1,Bac 1,101043.99,30.49,0.135,0.119
50846,1,Bac 1,101044.15,30.49,0.119,0.119
50896,1,Bac 1,101044.15,30.49,0.119,0.119
50946,1,Bac 1,101044.32,30.48,0.106,0.118
50996,1,Bac 1,101043.75,30.48,0.153,0.121
51046,1,Bac 1,101043.92,30.48,0.140,0.122
51096,1,Bac 1,101044.10,30.48,0.124,0.122
51146,1,Bac 1,101044.10,30.48,0.124,0.122
51196,1,Bac 1,101044.10,30.48,0.124,0.123
51246,1,Bac 1,101044.10,30.48,0.124,0.123
51296,1,Bac 1,101044.26,30.48,0.111,0.122
51346,1,Bac 1,101044.26,30.48,0.111,0.121
51396,1,Bac 1,101044.26,30.48,0.111,0.120
51446,1,Bac 1,101044.26,30.48,0.111,0.119
51496,1,Bac 1,101044.10,30.48,0.124,0.120
51546,1,Bac 1,101044.10,30.48,0.124,0.120
51596,1,Bac 1,101044.10,30.48,0.124,0.120
51646,1,Bac 1,101043.92,30.48,0.140,0.122
51696,1,Bac 1,101043.92,30.48,0.140,0.123
51746,1,Bac 1,101043.75,30.48,0.153,0.126
51796,1,Bac 1,101043.75,30.48,0.153,0.128
51846,1,Bac 1,101043.75,30.48,0.153,0.130
51896,1,Bac 1,101043.58,30.48,0.166,0.133
51946,1,Bac 1,101043.75,30.48,0.153,0.135
51996,1,Bac 1,101043.75,30.48,0.153,0.136
52046,1,Bac 1,101043.58,30.48,0.166,0.139
52096,1,Bac 1,101043.75,30.48,0.153,0.140
52146,1,Bac 1,101043.75,30.48,0.153,0.141
52196,1,Bac 1,101043.75,30.48,0.153,0.142
52246,1,Bac 1,101043.75,30.48,0.153,0.143
52296,1,Bac 1,101043.75,30.48,0.153,0.144
52346,1,Bac 1,101043.75,30.48,0.153,0.144
52396,1,Bac 1,101043.75,30.48,0.153,0.145
52446,1,Bac 1,101043.75,30.48,0.153,0.146
52496,1,Bac 1,101043.92,30.48,0.140,0.145
52546,1,Bac 1,101043.92,30.48,0.140,0.145
52596,1,Bac 1,101043.92,30.48,0.140,0.144
52646,1,Bac 1,101043.92,30.48,0.140,0.144
52696,1,Bac 1,101043.92,30.48,0.140,0.144
52746,1,Bac 1,101043.92,30.48,0.140,0.143
52796,1,Bac 1,101044.10,30.48,0.124,0.142
52846,1,Bac 1,101043.92,30.48,0.140,0.142
52896,1,Bac 1,101043.92,30.48,0.140,0.142
52946,1,Bac 1,101043.92,30.48,0.140,0.142
52996,1,Bac 1,101043.58,30.48,0.166,0.144
53046,1,Bac 1,101043.42,30.48,0.182,0.147
53096,1,Bac 1,101043.42,30.48,0.182,0.149
53146,1,Bac 1,101043.42,30.48,0.182,0.152
53196,1,Bac 1,101043.42,30.48,0.182,0.155
53246,1,Bac 1,101043.58,30.48,0.166,0.155
53296,1,Bac 1,101043.75,30.48,0.153,0.155
53346,1,Bac 1,101043.92,30.48,0.140,0.154
53396,1,Bac 1,101043.92,30.48,0.140,0.153
53446,1,Bac 1,101043.92,30.48,0.140,0.152
53496,1,Bac 1,101043.92,30.48,0.140,0.151
53547,1,Bac 1,101044.10,30.48,0.124,0.149
53597,1,Bac 1,101043.92,30.48,0.140,0.148
53647,1,Bac 1,101044.10,30.48,0.124,0.146
53697,1,Bac 1,101043.92,30.48,0.140,0.146
53747,1,Bac 1,101043.75,30.48,0.153,0.146
53797,1,Bac 1,101043.18,30.48,0.201,0.151
53847,1,Bac 1,101043.18,30.48,0.201,0.155
53897,1,Bac 1,101043.42,30.48,0.182,0.157
53947,1,Bac 1,101043.42,30.48,0.182,0.159
53997,1,Bac 1,101043.25,30.48,0.196,0.162
54047,1,Bac 1,101043.25,30.48,0.196,0.165
54097,1,Bac 1,101043.25,30.48,0.196,0.167
54147,1,Bac 1,101043.25,30.48,0.196,0.169
54197,1,Bac 1,101043.25,30.48,0.196,0.171
54247,1,Bac 1,101043.25,30.48,0.196,0.173
54297,1,Bac 1,101043.42,30.48,0.182,0.174
54347,1,Bac 1,101043.42,30.48,0.182,0.175
54397,1,Bac 1,101043.42,30.48,0.182,0.175
54447,1,Bac 1,101043.42,30.48,0.182,0.176
54497,1,Bac 1,101043.42,30.48,0.182,0.176
54547,1,Bac 1,101043.42,30.48,0.182,0.177
54597,1,Bac 1,101043.25,30.48,0.196,0.178
54647,1,Bac 1,101043.08,30.48,0.209,0.181
54697,1,Bac 1,101042.90,30.48,0.225,0.184
54747,1,Bac 1,101043.08,30.48,0.209,0.186
54797,1,Bac 1,101043.25,30.48,0.196,0.187
54847,1,Bac 1,101043.42,30.48,0.182,0.187
54897,1,Bac 1,101043.58,30.48,0.166,0.185
54947,1,Bac 1,101043.58,30.48,0.166,0.184
54998,1,Bac 1,101043.92,30.48,0.140,0.180
55048,1,Bac 1,101043.52,30.48,0.172,0.179
55098,1,Bac 1,101043.69,30.48,0.159,0.178
55148,1,Bac 1,101043.86,30.48,0.145,0.175
55198,1,Bac 1,101043.86,30.48,0.145,0.173
55248,1,Bac 1,101044.03,30.48,0.129,0.169
55298,1,Bac 1,101044.03,30.48,0.129,0.166
55348,1,Bac 1,101044.21,30.48,0.116,0.162
55398,1,Bac 1,101044.37,30.48,0.103,0.157
55448,1,Bac 1,101044.21,30.48,0.116,0.154
>> Xong: Bac 1 | P0=101045.57 Pa
HAY DI CHUYEN DEN: Bac 2
Dat co dinh, cho 3 giay cho on dinh, roi gui ky tu bat ky + Enter...
>> Bat dau do: Bac 2
61550,2,Bac 2,101040.85,30.48,0.396,0.396
61600,2,Bac 2,101040.69,30.48,0.410,0.397
61650,2,Bac 2,101040.69,30.48,0.410,0.398
61700,2,Bac 2,101040.69,30.48,0.410,0.399
61750,2,Bac 2,101040.69,30.48,0.410,0.400
61800,2,Bac 2,101040.52,30.48,0.423,0.402
61850,2,Bac 2,101040.69,30.48,0.410,0.403
61900,2,Bac 2,101040.69,30.48,0.410,0.403
61950,2,Bac 2,101040.52,30.48,0.423,0.405
62000,2,Bac 2,101040.35,30.48,0.439,0.407
62050,2,Bac 2,101040.35,30.48,0.439,0.410
62100,2,Bac 2,101040.52,30.48,0.423,0.411
62150,2,Bac 2,101040.69,30.48,0.410,0.411
62200,2,Bac 2,101040.69,30.48,0.410,0.411
62251,2,Bac 2,101040.69,30.48,0.410,0.411
62301,2,Bac 2,101040.52,30.48,0.423,0.412
62351,2,Bac 2,101040.52,30.48,0.423,0.412
62401,2,Bac 2,101040.52,30.48,0.423,0.413
62451,2,Bac 2,101040.92,30.48,0.391,0.412
62501,2,Bac 2,101041.08,30.48,0.375,0.409
62551,2,Bac 2,101041.08,30.48,0.375,0.406
62601,2,Bac 2,101041.08,30.48,0.375,0.403
62651,2,Bac 2,101041.08,30.48,0.375,0.401
62701,2,Bac 2,101041.08,30.48,0.375,0.399
62751,2,Bac 2,101041.08,30.48,0.375,0.397
62801,2,Bac 2,101041.08,30.48,0.375,0.395
62851,2,Bac 2,101040.92,30.48,0.391,0.395
62901,2,Bac 2,101040.92,30.48,0.391,0.395
62951,2,Bac 2,101041.08,30.48,0.375,0.393
63001,2,Bac 2,101041.08,30.48,0.375,0.392
63051,2,Bac 2,101041.08,30.48,0.375,0.390
63101,2,Bac 2,101040.85,30.48,0.396,0.391
63151,2,Bac 2,101041.03,30.48,0.380,0.390
63201,2,Bac 2,101040.85,30.48,0.396,0.391
63251,2,Bac 2,101041.42,30.48,0.349,0.387
63301,2,Bac 2,101040.85,30.48,0.396,0.388
63351,2,Bac 2,101041.25,30.48,0.362,0.386
